time,player,actor_id,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,boost,throttle,steer
95.59778,Cha,32,466.3,4302.15,849.03,440.04,2131.85,463.58,133.0,128.0,178.0
95.59778,neon_matrix46,45,-1251.26,3517.62,100.93,2065.14,684.25,-15.45,90.0,128.0,0.0
95.59778,neon_matrix46(2),57,398.18,1063.28,19.48,189.22,1512.88,295.98,247.0,128.0,128.0
95.59778,neon_matrix46(1),59,-2029.97,-4348.1,100.14,1952.22,55.17,-13.69,140.0,128.0,128.0
95.6311,BALL,0,397.92,4749.22,924.74,428.36,3265.84,217.63,,,
95.6311,tkxanny,8,-215.01,-1170.05,19.24,1873.3,1301.89,-168.26,70.0,255.0,177.0
95.6311,Thunder,17,-1864.6,4118.37,76.32,764.13,1681.59,-118.04,86.0,240.0,59.0
95.6311,Cha,32,466.3,4302.15,849.03,440.04,2131.85,463.58,133.0,128.0,178.0
95.6311,neon_matrix46,45,-1251.26,3517.62,100.93,2065.14,684.25,-15.45,90.0,128.0,0.0
95.6311,neon_matrix46(2),57,398.18,1063.28,19.48,189.22,1512.88,295.98,247.0,128.0,128.0
95.6311,neon_matrix46(1),59,-1883.54,-4343.96,99.0,1952.22,55.17,-15.42,140.0,128.0,128.0
95.66443,BALL,0,419.33,4912.36,934.67,427.7,3260.86,184.8,,,
95.66443,tkxanny,8,-46.62,-1046.68,16.23,1801.36,1389.49,10.96,100.0,255.0,255.0
95.66443,Thunder,17,-1864.6,4118.37,76.32,764.13,1681.59,-118.04,86.0,241.0,51.0
95.66443,Cha,32,497.89,4465.03,881.7,406.8,2203.88,413.36,133.0,128.0,199.0
95.66443,neon_matrix46,45,-1061.95,3580.32,99.5,2065.14,684.25,-15.45,90.0,128.0,0.0
95.66443,neon_matrix46(2),57,398.18,1063.28,19.48,189.22,1512.88,295.98,247.0,128.0,128.0
95.66443,neon_matrix46(1),59,-1883.54,-4343.96,99.0,1952.22,55.17,-15.42,170.0,128.0,128.0
95.697754,BALL,0,433.57,5020.99,940.37,427.26,3257.54,162.94,,,
95.697754,tkxanny,8,-46.62,-1046.68,16.23,1801.36,1389.49,10.96,100.0,255.0,255.0
95.697754,Thunder,17,-1864.6,4118.37,76.32,764.13,1681.59,-118.04,86.0,242.0,51.0
95.697754,Cha,32,497.89,4465.03,881.7,406.8,2203.88,413.36,37.0,128.0,199.0
95.697754,neon_matrix46,45,-1061.95,3580.32,99.5,2065.14,684.25,-15.45,90.0,128.0,0.0
95.697754,neon_matrix46(2),57,418.79,1201.43,49.16,232.27,1505.76,353.75,247.0,128.0,128.0
95.697754,neon_matrix46(1),59,-1883.54,-4343.96,99.0,1952.22,55.17,-15.42,170.0,128.0,128.0
95.73108,BALL,0,439.83,5000.07,944.43,161.56,-1953.03,162.33,,,
95.73108,tkxanny,8,-46.62,-1046.68,16.23,1801.36,1389.49,10.96,100.0,255.0,255.0
95.73108,Thunder,17,-1781.6,4300.85,59.45,767.91,1686.64,-188.27,86.0,245.0,51.0
95.73108,Cha,32,497.89,4465.03,881.7,406.8,2203.88,413.36,37.0,128.0,199.0
95.73108,neon_matrix46,45,-1061.95,3580.32,99.5,2065.14,684.25,-15.45,90.0,128.0,0.0
95.73108,neon_matrix46(2),57,418.79,1201.43,49.16,232.27,1505.76,353.75,247.0,128.0,128.0
95.73108,neon_matrix46(1),59,-1672.03,-4337.98,97.31,1952.22,55.17,-15.45,170.0,128.0,128.0
95.764404,BALL,0,445.22,4935.01,949.39,161.39,-1951.03,140.49,,,
95.764404,tkxanny,8,83.77,-937.24,16.81,1688.8,1512.31,4.7,100.0,255.0,128.0
95.764404,Thunder,17,-1781.6,4300.85,59.45,767.91,1686.64,-188.27,86.0,247.0,47.0
95.764404,Cha,32,534.28,4669.09,916.6,396.06,2228.66,353.42,37.0,128.0,240.0
95.764404,neon_matrix46,45,-872.64,3643.02,98.07,2065.14,684.25,-15.45,90.0,128.0,128.0
95.764404,neon_matrix46(2),57,418.79,1201.43,49.16,232.27,1505.76,353.75,247.0,128.0,128.0
95.764404,neon_matrix46(1),59,-1672.03,-4337.98,97.31,1952.22,55.17,-15.45,170.0,128.0,128.0
95.79773,BALL,0,440.16,4894.03,953.68,-1843.65,1461.09,227.06,,,
95.79773,tkxanny,8,83.77,-937.24,16.81,1688.8,1512.31,4.7,100.0,255.0,128.0
95.79773,Thunder,17,-1730.32,4413.4,45.29,770.37,1689.76,-231.6,86.0,249.0,17.0
95.79773,Cha,32,534.28,4669.09,916.6,396.06,2228.66,353.42,37.0,128.0,240.0
95.79773,neon_matrix46,45,-872.64,3643.02,98.07,2065.14,684.25,-15.45,90.0,128.0,128.0
95.79773,neon_matrix46(2),57,440.04,1339.29,85.28,230.85,1500.27,427.62,247.0,128.0,128.0
95.79773,neon_matrix46(1),59,-1525.6,-4333.84,96.14,1952.22,55.17,-15.45,170.0,128.0,128.0
95.831055,BALL,0,362.71,4955.85,962.53,-1841.3,1459.24,199.68,,,
95.831055,tkxanny,8,232.5,-792.63,17.01,1577.82,1619.88,0.71,100.0,255.0,128.0
95.831055,Thunder,17,-1730.32,4413.4,45.29,770.37,1689.76,-231.6,86.0,249.0,0.0
95.831055,Cha,32,579.29,4852.6,945.94,560.74,1830.28,292.78,37.0,128.0,224.0
95.831055,neon_matrix46,45,-717.75,3694.32,96.9,2065.14,684.25,-15.45,90.0,128.0,128.0
95.831055,neon_matrix46(2),57,440.04,1339.29,85.28,230.85,1500.27,427.62,247.0,128.0,128.0
95.831055,neon_matrix46(1),59,-1493.06,-4332.92,95.88,1952.22,55.17,-15.45,170.0,128.0,255.0
95.86438,BALL,0,332.03,4980.16,965.72,-1840.36,1458.5,188.74,,,
95.86438,tkxanny,8,232.5,-792.63,17.01,1577.82,1619.88,0.71,100.0,255.0,128.0
95.86438,Thunder,17,-1730.32,4413.4,45.29,770.37,1689.76,-231.6,86.0,249.0,0.0
95.86438,Cha,32,579.29,4852.6,945.94,560.74,1830.28,292.78,37.0,128.0,224.0
95.86438,neon_matrix46,45,-717.75,3694.32,96.9,2065.14,684.25,-15.45,90.0,128.0,128.0
95.86438,neon_matrix46(2),57,453.48,1426.72,109.66,230.49,1499.01,401.76,247.0,128.0,255.0
95.86438,neon_matrix46(1),59,-1493.06,-4332.92,95.88,1952.22,55.17,-15.45,170.0,128.0,255.0
95.897705,BALL,0,270.73,5028.74,971.56,-1838.48,1457.02,166.87,,,
95.897705,tkxanny,8,232.5,-792.63,17.01,1577.82,1619.88,0.71,100.0,255.0,128.0
95.897705,Thunder,17,-1656.86,4565.24,22.12,852.53,1594.84,-230.51,86.0,248.0,0.0
95.897705,Cha,32,579.29,4852.6,945.94,560.74,1830.28,292.78,37.0,128.0,224.0
95.897705,neon_matrix46,45,-717.75,3694.32,96.9,2065.14,684.25,-15.45,90.0,128.0,128.0
95.897705,neon_matrix46(2),57,453.48,1426.72,109.66,230.49,1499.01,401.76,247.0,128.0,255.0
95.897705,neon_matrix46(1),59,-1362.9,-4329.24,94.84,1952.22,55.17,-15.45,170.0,128.0,255.0
95.93103,BALL,0,241.73,5006.9,975.11,-1159.68,-873.53,136.4,,,
95.93103,tkxanny,8,348.99,-669.42,17.01,1538.62,1655.97,0.27,100.0,255.0,128.0
95.93103,Thunder,17,-1656.86,4565.24,22.12,852.53,1594.84,-230.51,86.0,240.0,0.0
95.93103,Cha,32,621.32,4989.85,965.85,560.74,1830.28,244.0,37.0,128.0,163.0
95.93103,neon_matrix46,45,-717.75,3694.32,96.9,2065.14,684.25,-15.45,90.0,128.0,128.0
95.93103,neon_matrix46(2),57,453.48,1426.72,109.66,230.49,1499.01,401.76,247.0,128.0,255.0
95.93103,neon_matrix46(1),59,-1362.9,-4329.24,94.84,1952.22,55.17,-15.45,170.0,128.0,255.0
95.964355,BALL,0,164.51,4948.73,982.56,-1157.28,-871.69,92.79,,,
95.964355,tkxanny,8,348.99,-669.42,17.01,1538.62,1655.97,0.27,100.0,255.0,128.0
95.964355,Thunder,17,-1583.0,4670.39,15.18,1102.88,1213.62,4.09,86.0,220.0,0.0
95.964355,Cha,32,621.32,4989.85,965.85,560.74,1830.28,244.0,37.0,128.0,163.0
95.964355,neon_matrix46,45,-494.02,3768.42,94.55,2065.14,684.25,-42.5,90.0,128.0,255.0
95.964355,neon_matrix46(2),57,425.56,1555.49,149.08,-562.83,994.49,331.3,247.0,128.0,128.0
95.964355,neon_matrix46(1),59,-1216.47,-4325.1,93.67,1952.22,55.17,-15.45,170.0,128.0,255.0
95.99769,BALL,0,135.59,4926.95,984.61,-1156.38,-871.0,76.47,,,
95.99769,tkxanny,8,476.38,-530.65,17.01,1522.93,1670.17,0.27,100.0,255.0,128.0
95.99769,Thunder,17,-1583.0,4670.39,15.18,1102.88,1213.62,4.09,86.0,128.0,0.0
95.99769,Cha,32,670.49,5117.32,982.89,430.43,1.41,61.38,37.0,195.0,138.0
95.99769,neon_matrix46,45,-373.55,3808.32,90.82,2065.14,684.25,-80.37,90.0,128.0,128.0
95.99769,neon_matrix46(2),57,425.56,1555.49,149.08,-562.83,994.49,331.3,247.0,128.0,128.0
95.99769,neon_matrix46(1),59,-1216.47,-4325.1,93.67,1952.22,55.17,-15.45,170.0,128.0,255.0
96.03101,BALL,0,97.07,4897.94,986.71,-1155.18,-870.1,54.71,,,
96.03101,tkxanny,8,476.38,-530.65,17.01,1522.93,1670.17,0.27,100.0,255.0,128.0
96.03101,Thunder,17,-1583.0,4670.39,15.18,1102.88,1213.62,4.09,86.0,80.0,0.0
96.03101,Cha,32,670.49,5117.32,982.89,430.43,1.41,61.38,37.0,195.0,138.0
96.03101,neon_matrix46,45,-373.55,3808.32,90.82,2065.14,684.25,-80.37,90.0,128.0,128.0
96.03101,neon_matrix46(2),57,383.76,1632.5,174.08,-556.4,1051.37,336.77,247.0,255.0,255.0
96.03101,neon_matrix46(1),59,-1216.47,-4325.1,93.67,1952.22,55.17,-15.45,170.0,128.0,255.0
96.06434,BALL,0,58.59,4868.95,988.08,-1153.98,-869.22,32.99,,,
96.06434,tkxanny,8,588.5,-403.68,17.01,1458.93,1721.52,0.27,100.0,255.0,255.0
96.06434,Thunder,17,-1469.37,4755.17,16.59,1326.04,700.89,9.97,86.0,2.0,0.0
96.06434,Cha,32,670.49,5117.32,982.89,430.43,1.41,61.38,37.0,195.0,138.0
96.06434,neon_matrix46,45,-373.55,3808.32,90.82,2065.14,684.25,-80.37,90.0,128.0,128.0
96.06434,neon_matrix46(2),57,374.47,1650.16,178.74,-558.49,1062.44,221.16,247.0,255.0,255.0
96.06434,neon_matrix46(1),59,-1037.5,-4320.04,89.3,1952.22,55.17,-74.96,170.0,128.0,255.0
96.097664,BALL,0,29.76,4847.23,988.63,-1153.08,-868.56,16.7,,,
96.097664,tkxanny,8,588.5,-403.68,17.01,1458.93,1721.52,0.27,100.0,255.0,255.0
96.097664,Thunder,17,-1469.37,4755.17,16.59,1326.04,700.89,9.97,86.0,0.0,0.0
96.097664,Cha,32,692.86,5106.16,981.93,93.81,-90.2,-35.48,37.0,255.0,208.0
96.097664,neon_matrix46,45,-218.66,3859.62,82.75,2065.14,684.25,-129.06,90.0,128.0,0.0
96.097664,neon_matrix46(2),57,374.47,1650.16,178.74,-558.49,1062.44,221.16,247.0,255.0,255.0
96.097664,neon_matrix46(1),59,-1037.5,-4320.04,89.3,1952.22,55.17,-74.96,170.0,128.0,255.0
96.13099,BALL,0,-8.65,4818.3,988.73,-1151.88,-867.68,-4.97,,,
96.13099,tkxanny,8,588.5,-403.68,17.01,1458.93,1721.52,0.27,100.0,255.0,255.0
96.13099,Thunder,17,-1371.1,4792.37,16.96,1236.1,338.81,2.24,86.0,0.0,0.0
96.13099,Cha,32,693.7,5104.86,981.25,35.75,-74.21,-42.94,37.0,255.0,215.0
96.13099,neon_matrix46,45,-218.66,3859.62,82.75,2065.14,684.25,-129.06,90.0,128.0,0.0
96.13099,neon_matrix46(2),57,341.37,1713.3,182.17,-576.6,1096.96,14.4,247.0,255.0,255.0
96.13099,neon_matrix46(1),59,-891.07,-4315.9,81.64,1952.22,55.17,-123.65,170.0,128.0,255.0
96.164314,BALL,0,-47.02,4789.39,988.11,-1150.68,-866.8,-26.61,,,
96.164314,tkxanny,8,692.02,-270.34,17.01,1302.63,1829.17,0.28,100.0,255.0,255.0
96.164314,Thunder,17,-1371.1,4792.37,16.96,1236.1,338.81,2.24,86.0,128.0,0.0
96.164314,Cha,32,691.41,5102.13,977.6,-81.35,-16.64,-60.88,37.0,255.0,255.0
96.164314,neon_matrix46,45,-46.56,3916.62,69.5,2065.14,684.25,-183.16,90.0,128.0,0.0
96.164314,neon_matrix46(2),57,341.37,1713.3,182.17,-576.6,1096.96,14.4,247.0,255.0,255.0
96.164314,neon_matrix46(1),59,-891.07,-4315.9,81.64,1952.22,55.17,-123.65,170.0,128.0,255.0
96.19764,BALL,0,-75.77,4767.73,987.17,-1149.78,-866.14,-42.82,,,
96.19764,tkxanny,8,692.02,-270.34,17.01,1302.63,1829.17,0.28,100.0,255.0,255.0
96.19764,Thunder,17,-1371.1,4792.37,16.96,1236.1,338.81,2.24,86.0,235.0,0.0
96.19764,Cha,32,690.62,5102.04,977.09,-94.51,-10.47,-61.58,37.0,255.0,255.0
96.19764,neon_matrix46,45,-46.56,3916.62,69.5,2065.14,684.25,-183.16,90.0,128.0,0.0
96.19764,neon_matrix46(2),57,296.34,1797.14,183.48,-623.24,1133.53,17.6,247.0,255.0,255.0
96.19764,neon_matrix46(1),59,-891.07,-4315.9,81.64,1952.22,55.17,-123.65,170.0,128.0,255.0
96.230965,BALL,0,-114.07,4738.88,985.29,-1148.58,-865.26,-64.42,,,
96.230965,tkxanny,8,783.36,-129.33,17.01,1153.21,1916.91,0.26,100.0,255.0,128.0
96.230965,Thunder,17,-1273.16,4807.3,17.02,918.84,44.44,0.26,86.0,255.0,0.0
96.230965,Cha,32,690.62,5102.04,977.09,-94.51,-10.47,-61.58,37.0,255.0,255.0
96.230965,neon_matrix46,45,108.33,3967.92,53.73,2065.14,684.25,-231.85,90.0,128.0,0.0
96.230965,neon_matrix46(2),57,296.34,1797.14,183.48,-623.24,1133.53,17.6,247.0,255.0,255.0
96.230965,neon_matrix46(1),59,-712.1,-4310.84,67.31,1952.22,55.17,-183.16,170.0,128.0,255.0
96.26429,BALL,0,-152.33,4710.06,982.69,-1147.38,-864.38,-85.99,,,
96.26429,tkxanny,8,783.36,-129.33,17.01,1153.21,1916.91,0.26,100.0,255.0,128.0
96.26429,Thunder,17,-1273.16,4807.3,17.02,918.84,44.44,0.26,86.0,255.0,0.0
96.26429,Cha,32,680.48,5102.46,972.91,-196.12,11.72,-63.85,37.0,255.0,251.0
96.26429,neon_matrix46,45,108.33,3967.92,53.73,2065.14,684.25,-231.85,90.0,128.0,0.0
96.26429,neon_matrix46(2),57,296.34,1797.14,183.48,-623.24,1133.53,17.6,247.0,255.0,255.0
96.26429,neon_matrix46(1),59,-712.1,-4310.84,67.31,1952.22,55.17,-183.16,170.0,128.0,255.0
96.297615,BALL,0,-200.1,4674.07,978.43,-1145.89,-863.28,-112.94,,,
96.297615,tkxanny,8,783.36,-129.33,17.01,1153.21,1916.91,0.26,131.0,255.0,128.0
96.297615,Thunder,17,-1205.18,4803.13,17.02,909.04,-132.09,0.19,86.0,255.0,0.0
96.297615,Cha,32,680.48,5102.46,972.91,-196.12,11.72,-63.85,37.0,255.0,251.0
96.297615,neon_matrix46,45,108.33,3967.92,53.73,2065.14,684.25,-231.85,90.0,128.0,0.0
96.297615,neon_matrix46(2),57,235.22,1902.97,184.04,-705.57,1171.58,-7.41,247.0,255.0,255.0
96.297615,neon_matrix46(1),59,-712.1,-4310.84,67.31,1952.22,55.17,-183.16,170.0,128.0,255.0
96.33094,BALL,0,-257.34,4630.95,971.83,-1144.15,-861.96,-145.22,,,
96.33094,tkxanny,8,901.6,81.93,17.01,1072.97,1959.41,0.26,131.0,255.0,79.0
96.33094,Thunder,17,-1205.18,4803.13,17.02,909.04,-132.09,0.19,86.0,255.0,0.0
96.33094,Cha,32,655.87,5103.07,966.25,-327.29,1.44,-78.29,37.0,255.0,150.0
96.33094,neon_matrix46,45,301.29,4033.27,31.52,2134.04,746.58,-247.0,90.0,255.0,128.0
96.33094,neon_matrix46(2),57,235.22,1902.97,184.04,-705.57,1171.58,-7.41,247.0,255.0,255.0
96.33094,neon_matrix46(1),59,-500.61,-4304.82,43.34,1950.49,60.41,-255.29,170.0,128.0,255.0
96.364265,BALL,0,-285.93,4609.41,967.93,-1143.28,-861.3,-161.34,,,
96.364265,tkxanny,8,901.6,81.93,17.01,1072.97,1959.41,0.26,131.0,255.0,79.0
96.364265,Thunder,17,-1144.66,4788.82,17.02,903.11,-278.02,0.19,86.0,255.0,0.0
96.364265,Cha,32,655.87,5103.07,966.25,-327.29,1.44,-78.29,37.0,255.0,150.0
96.364265,neon_matrix46,45,301.29,4033.27,31.52,2134.04,746.58,-247.0,90.0,255.0,128.0
96.364265,neon_matrix46(2),57,172.75,2002.22,183.06,-785.5,1207.51,-13.09,247.0,255.0,128.0
96.364265,neon_matrix46(1),59,-500.61,-4304.82,43.34,1950.49,60.41,-255.29,170.0,128.0,255.0
96.39759,BALL,0,-285.93,4609.41,967.93,-1143.28,-861.3,-161.34,,,
96.39759,tkxanny,8,901.6,81.93,17.01,1072.97,1959.41,0.26,131.0,255.0,79.0
96.39759,Thunder,17,-1144.66,4788.82,17.02,903.11,-278.02,0.19,86.0,255.0,0.0
96.39759,Cha,32,655.87,5103.07,966.25,-327.29,1.44,-78.29,37.0,255.0,150.0
96.39759,neon_matrix46,45,301.29,4033.27,31.52,2134.04,746.58,-247.0,90.0,255.0,128.0
96.39759,neon_matrix46(2),57,172.75,2002.22,183.06,-785.5,1207.51,-13.09,247.0,255.0,128.0
96.39759,neon_matrix46(1),59,-387.57,-4299.08,27.01,1921.7,139.28,-281.61,170.0,128.0,255.0
96.430916,BALL,0,-362.06,4552.06,955.57,-1140.96,-859.54,-204.27,,,
96.430916,tkxanny,8,1004.22,259.14,17.01,1189.0,1904.18,0.15,131.0,255.0,0.0
96.430916,Thunder,17,-1144.66,4788.82,17.02,903.11,-278.02,0.19,86.0,255.0,0.0
96.430916,Cha,32,627.24,5103.02,960.35,-423.71,-0.87,-81.92,37.0,255.0,128.0
96.430916,neon_matrix46,45,500.77,4099.81,15.93,2201.62,663.87,-46.09,90.0,255.0,128.0
96.430916,neon_matrix46(2),57,110.86,2094.18,182.07,-856.97,1241.28,-13.32,247.0,255.0,128.0
96.430916,neon_matrix46(1),59,-387.57,-4299.08,27.01,1921.7,139.28,-281.61,170.0,128.0,255.0
96.46424,BALL,0,-390.57,4530.58,950.19,-1140.09,-858.88,-220.35,,,
96.46424,tkxanny,8,1004.22,259.14,17.01,1189.0,1904.18,0.15,131.0,255.0,0.0
96.46424,Thunder,17,-1071.03,4758.25,17.02,862.8,-434.23,0.19,86.0,255.0,42.0
96.46424,Cha,32,627.24,5103.02,960.35,-423.71,-0.87,-81.92,37.0,255.0,128.0
96.46424,neon_matrix46,45,500.77,4099.81,15.93,2201.62,663.87,-46.09,72.0,255.0,128.0
96.46424,neon_matrix46(2),57,110.86,2094.18,182.07,-856.97,1241.28,-13.32,247.0,255.0,128.0
96.46424,neon_matrix46(1),59,-250.51,-4275.32,15.27,1724.66,494.45,-40.48,170.0,128.0,255.0
96.49757,BALL,0,-428.55,4501.97,942.4,-1138.93,-858.0,-241.77,,,
96.49757,tkxanny,8,1102.16,399.13,17.01,1405.38,1820.68,0.06,131.0,255.0,0.0
96.49757,Thunder,17,-1071.03,4758.25,17.02,862.8,-434.23,0.19,86.0,255.0,243.0
96.49757,Cha,32,591.72,5103.0,953.57,-512.17,-0.4,-97.57,37.0,255.0,128.0
96.49757,neon_matrix46,45,667.84,4143.24,16.34,2237.24,523.47,11.5,72.0,255.0,128.0
96.49757,neon_matrix46(2),57,110.86,2094.18,182.07,-856.97,1241.28,-13.32,247.0,255.0,128.0
96.49757,neon_matrix46(1),59,-250.51,-4275.32,15.27,1724.66,494.45,-40.48,170.0,128.0,255.0
96.53089,BALL,0,-466.49,4473.39,933.9,-1137.77,-857.12,-263.17,,,
96.53089,tkxanny,8,1102.16,399.13,17.01,1405.38,1820.68,0.06,122.0,255.0,0.0
96.53089,Thunder,17,-988.46,4707.33,17.02,794.68,-564.56,0.16,86.0,255.0,255.0
96.53089,Cha,32,591.72,5103.0,953.57,-512.17,-0.4,-97.57,37.0,255.0,128.0
96.53089,neon_matrix46,45,667.84,4143.24,16.34,2237.24,523.47,11.5,72.0,255.0,128.0
96.53089,neon_matrix46(2),57,27.94,2210.05,180.86,-944.2,1282.75,-13.32,247.0,255.0,128.0
96.53089,neon_matrix46(1),59,-119.42,-4216.55,16.34,1462.35,847.64,13.4,201.0,128.0,255.0
96.56422,BALL,0,-513.86,4437.7,922.26,-1136.32,-856.02,-289.88,,,
96.56422,tkxanny,8,1216.05,527.6,17.01,1607.27,1615.36,0.28,122.0,255.0,0.0
96.56422,Thunder,17,-988.46,4707.33,17.02,794.68,-564.56,0.16,86.0,255.0,255.0
96.56422,Cha,32,591.72,5103.0,953.57,-512.17,-0.4,-97.57,37.0,255.0,128.0
96.56422,neon_matrix46,45,836.21,4179.69,16.86,2249.08,464.77,3.77,72.0,255.0,128.0
96.56422,neon_matrix46(2),57,27.94,2210.05,180.86,-944.2,1282.75,-13.32,247.0,255.0,128.0
96.56422,neon_matrix46(1),59,-119.42,-4216.55,16.34,1462.35,847.64,13.4,201.0,128.0,255.0
96.59754,BALL,0,-551.71,4409.18,912.16,-1135.16,-855.14,-311.24,,,
96.59754,tkxanny,8,1216.05,527.6,17.01,1607.27,1615.36,0.28,122.0,255.0,0.0
96.59754,Thunder,17,-988.46,4707.33,17.02,794.68,-564.56,0.16,86.0,255.0,255.0
96.59754,Cha,32,529.61,5103.0,940.39,-618.78,-0.41,-161.02,37.0,255.0,199.0
96.59754,neon_matrix46,45,836.21,4179.69,16.86,2249.08,464.77,3.77,72.0,255.0,128.0
96.59754,neon_matrix46(2),57,-45.84,2307.67,179.04,-1015.57,1316.68,-41.28,247.0,255.0,128.0
96.59754,neon_matrix46(1),59,-119.42,-4216.55,16.34,1462.35,847.64,13.4,201.0,128.0,255.0
96.63087,BALL,0,-570.62,4394.94,906.84,-1134.58,-854.7,-321.9,,,
96.63087,tkxanny,8,1216.05,527.6,17.01,1607.27,1615.36,0.28,122.0,255.0,0.0
96.63087,Thunder,17,-930.14,4662.51,17.02,757.99,-629.24,0.14,86.0,255.0,255.0
96.63087,Cha,32,529.61,5103.0,940.39,-618.78,-0.41,-161.02,37.0,255.0,199.0
96.63087,neon_matrix46,45,836.21,4179.69,16.86,2249.08,464.77,3.77,72.0,255.0,128.0
96.63087,neon_matrix46(2),57,-45.84,2307.67,179.04,-1015.57,1316.68,-41.28,247.0,255.0,128.0
96.63087,neon_matrix46(1),59,3.73,-4126.76,16.94,1238.93,1078.32,2.5,201.0,255.0,255.0
96.66419,BALL,0,-617.86,4359.36,892.76,-1133.13,-853.6,-348.55,,,
96.66419,tkxanny,8,1374.85,660.25,17.01,1829.69,1298.08,0.28,122.0,255.0,0.0
96.66419,Thunder,17,-930.14,4662.51,17.02,757.99,-629.24,0.14,86.0,255.0,255.0
96.66419,Cha,32,491.76,5103.0,929.67,-674.45,-0.38,-190.27,37.0,255.0,128.0
96.66419,neon_matrix46,45,1042.65,4220.9,17.01,2253.61,441.36,0.55,72.0,255.0,128.0
96.66419,neon_matrix46(2),57,-45.84,2307.67,179.04,-1015.57,1316.68,-41.28,247.0,255.0,128.0
96.66419,neon_matrix46(1),59,3.73,-4126.76,16.94,1238.93,1078.32,2.5,201.0,255.0,255.0
96.69752,BALL,0,-674.47,4316.72,874.4,-1131.39,-852.28,-380.47,,,
96.69752,tkxanny,8,1374.85,660.25,17.01,1829.69,1298.08,0.28,122.0,255.0,0.0
96.69752,Thunder,17,-862.9,4600.64,17.02,725.84,-703.3,0.13,86.0,255.0,255.0
96.69752,Cha,32,491.76,5103.0,929.67,-674.45,-0.38,-190.27,37.0,255.0,128.0
96.69752,neon_matrix46,45,1042.65,4220.9,17.01,2253.61,441.36,0.55,72.0,255.0,128.0
96.69752,neon_matrix46(2),57,-143.3,2430.44,172.7,-1102.8,1358.15,-92.54,247.0,255.0,128.0
96.69752,neon_matrix46(1),59,86.49,-4038.6,17.02,984.26,1250.22,0.43,201.0,255.0,255.0
96.73084,BALL,0,-674.47,4316.72,874.4,-1131.39,-852.28,-380.47,,,
96.73084,tkxanny,8,1501.76,737.34,17.01,1952.43,1053.99,0.27,122.0,255.0,128.0
96.73084,Thunder,17,-862.9,4600.64,17.02,725.84,-703.3,0.13,86.0,255.0,255.0
96.73084,Cha,32,491.76,5103.0,929.67,-674.45,-0.38,-190.27,37.0,255.0,128.0
96.73084,neon_matrix46,45,1042.65,4220.9,17.01,2253.61,441.36,0.55,72.0,255.0,128.0
96.73084,neon_matrix46(2),57,-143.3,2430.44,172.7,-1102.8,1358.15,-92.54,247.0,255.0,128.0
96.73084,neon_matrix46(1),59,86.49,-4038.6,17.02,984.26,1250.22,0.43,201.0,255.0,255.0
96.76417,BALL,0,-740.4,4267.05,850.97,-1129.36,-850.74,-417.65,,,
96.76417,tkxanny,8,1501.76,737.34,17.01,1952.43,1053.99,0.27,122.0,255.0,128.0
96.76417,Thunder,17,-862.9,4600.64,17.02,725.84,-703.3,0.13,86.0,255.0,255.0
96.76417,Cha,32,425.64,5103.0,910.42,-758.97,-0.38,-228.29,37.0,255.0,128.0
96.76417,neon_matrix46,45,1249.31,4260.98,17.01,2254.79,434.92,0.27,72.0,255.0,128.0
96.76417,neon_matrix46(2),57,-209.48,2510.55,166.21,-1158.31,1384.54,-125.16,247.0,255.0,128.0
96.76417,neon_matrix46(1),59,86.49,-4038.6,17.02,984.26,1250.22,0.43,201.0,255.0,255.0
96.79749,BALL,0,-778.02,4238.71,836.61,-1128.2,-849.86,-438.87,,,
96.79749,tkxanny,8,1501.76,737.34,17.01,1952.43,1053.99,0.27,122.0,255.0,128.0
96.79749,Thunder,17,-806.52,4548.16,17.02,783.76,-683.39,0.16,86.0,255.0,255.0
96.79749,Cha,32,425.64,5103.0,910.42,-758.97,-0.38,-228.29,37.0,255.0,128.0
96.79749,neon_matrix46,45,1249.31,4260.98,17.01,2254.79,434.92,0.27,72.0,255.0,128.0
96.79749,neon_matrix46(2),57,-209.48,2510.55,166.21,-1158.31,1384.54,-125.16,247.0,255.0,128.0
96.79749,neon_matrix46(1),59,147.86,-3939.04,17.02,682.92,1381.11,0.19,201.0,255.0,255.0
96.83082,BALL,0,-806.21,4217.47,825.37,-1127.33,-849.2,-454.77,,,
96.83082,tkxanny,8,1701.61,831.67,17.01,2012.47,906.6,0.26,122.0,255.0,255.0
96.83082,Thunder,17,-806.52,4548.16,17.02,783.76,-683.39,0.16,86.0,255.0,255.0
96.83082,Cha,32,365.94,5103.0,892.55,-825.91,-0.41,-230.94,37.0,255.0,69.0
96.83082,neon_matrix46,45,1418.42,4293.52,17.01,2255.06,433.33,0.27,72.0,255.0,128.0
96.83082,neon_matrix46(2),57,-299.33,2615.8,155.08,-1229.68,1418.47,-167.1,247.0,255.0,128.0
96.83082,neon_matrix46(1),59,147.86,-3939.04,17.02,682.92,1381.11,0.19,201.0,255.0,255.0
96.86414,BALL,0,-843.76,4189.19,809.77,-1126.17,-848.32,-475.95,,,
96.86414,tkxanny,8,1701.61,831.67,17.01,2012.47,906.6,0.26,122.0,255.0,255.0
96.86414,Thunder,17,-743.47,4500.84,17.02,889.17,-577.96,0.17,86.0,255.0,255.0
